metadata/name,metadata/manufacturer,metadata/part_numbers/0,metadata/part_numbers/1,metadata/series,metadata/variant,capacity,form_factor,interface,nvme,storage_type,type,cache,metadata/releaseYear,metadata/part_numbers/2,metadata/part_numbers/3,metadata/part_numbers/4,metadata/part_numbers/5
"Seagate SkyHawk Surveillance 4TB HDD 7200RPM 3.5"" SATA",Seagate,ST4000VX013,,SkyHawk,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Hitachi 7K1000.C 250GB HDD 3.5"" 7200RPM SATA 3.0 Gb/s",Hitachi,HDS721025CLA382,,7K1000.C,250GB,250,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Samsung 830 256GB SSD 2.5"" SATA 6.0 Gb/s",Samsung,MZ-7PC256N,AM,830,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
KIOXIA EXCERIA PLUS G4 2TB SSD M.2-2280 PCIe 5.0 x4 NVMe,KIOXIA,LVD10Z002TG8,,EXCERIA,2000GB,2000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
Transcend MTE245S 4TB SSD M.2 PCIe 4.0 NVMe,Transcend,TS4TMTE245S,TS4TMTE245S-E,MTE245S,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Silicon Power XD80 512GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Silicon Power,SP512GBP34XD8005,,XD80,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Samsung 860 Pro 512GB SSD 2.5"" SATA",Samsung,MZ-76P512BW                                                    MZ-76P512B,EU,860,512GB,512,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,MZ-76P512BW,,,
ADATA XPG GAMMIX S60 Blade 512GB SSD M.2-2280 PCIe 4.0 NVMe,ADATA,AGAMMIXS60-512G-CS,,XPG,512GB,512,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Micron 1100 256GB SSD 2.5"" SATA",Micron,MTFDDAK256TBN-1AR1ZABYY,,1100,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
ADATA LEGEND 860 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,ADATA,SLEG-860-2000GCS,,LEGEND,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Crucial BX100 500GB SSD 2.5"" SATA",Crucial,CT500BX100SSD1,,BX100,500GB,500,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Seagate BarraCuda 160GB HDD 3.5"" 7200RPM SATA",Seagate,ST3160318AS-FFP,ST3250318AS,BarraCuda,160GB,160,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate Nytro Enterprise 1.92 TB SSD 2.5"" SATA 6.0 Gb/s",Seagate,XA1920ME10083,,Nytro,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Inland Platinum 1TB SSD M.2 NVMe PCIe 3.0,Inland,1TB NVME QLC V2,,Platinum,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
FanXiang S900 1TB SSD M.2-2280 PCIe 5.0 x4 NVMe,FanXiang,PCIe 5.0 SSD - M.2 - 1TB - S900,S880E-2TB,S900,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,M.2 SSD - PCIe 5.0 - 1TB-S900,,,
"Western Digital Purple Pro 24 TB HDD 3.5"" 7200RPM SATA",Western Digital,WD240PURP,WD240PURP-SPCJRY0,Purple,24000GB,24000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Toshiba MG08 16TB HDD 3.5"" 7200RPM SATA",Toshiba,MG08ACA16TE,418613,MG08,16000GB,16000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"ADATA Premier SP550 120GB SSD 2.5"" SATA 6.0 Gb/s",ADATA,ASP550SS3-120GM-C,,Premier,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
ADATA XPG GAMMIX S50 Core 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,ADATA,SGAMMIXS50C-2000G-CS,,XPG,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Micron 3400 1TB SSD M.2 PCIe 4.0 NVMe,Micron,MTFDKBA1T0TFH1BC1AABYY,MTFDKBA1T0TFH-1BC1AABYY,3400,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Intel DC P3600 1.2TB SSD PCIe NVMe,Intel,SSDPEDME012T401,7.35858E+11,DC,1000GB,1000,PCIe,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
HP EX920 512GB SSD M.2-2280 PCIe 3.0 x4 NVMe,HP,2YY46AA#ABC,2YY47AA#ABC,EX920,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Kingston Q500 960GB 2.5"" SSD SATA",Kingston,SQ500S37,960G,Q500,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,SQ500S37/960G,,,
"Western Digital Caviar Blue 1TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",Western Digital,WD10EALX,,Caviar,1000GB,1000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate Surveillance 3TB HDD 3.5"" 5900 RPM SATA Internal",Seagate,ST3000VX005,,Surveillance,3000GB,3000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
TEAMGROUP T-FORCE G70 PRO Aluminum 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,TEAMGROUP,TM8FFH001T0C128,,T-FORCE,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Corsair MP700 1TB SSD M.2-2280 PCIe 5.0 X4 NVMe,Corsair,CSSD-F1000GBMP700R2,,MP700,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
XPG GAMMIX S10 512GB M.2-2280 SSD PCIe 3.0 X4 NVMe,XPG,ASX7000NPC-512GT-C,,GAMMIX,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Crucial BX500 4TB SSD 2.5"" SATA",Crucial,CT4000BX500SSD1,,BX500,4000GB,4000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Intel Pro 5400s 360GB SSD 2.5"" SATA",Intel,SSDSC2KF360H6X1,,Pro,360GB,360,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital Red SA500 2TB SSD 2.5"" SATA 6.0 Gb/s",Western Digital,WDS200T1R0A,,Red,2000GB,2000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
SanDisk SSD PLUS 500GB SSD M.2-2280 PCIe 3.0 X4 NVMe,SanDisk,SDSSDA3N-500G-G26,,SSD,500GB,500,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Silicon Power XS70 1TB M.2-2280 SSD PCIe 4.0 x4 NVMe,Silicon Power,SP01KGBP44XS7005                                                    SU01KGBP44XS7005SN,SP01KGBP44XS7005,XS70,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Apacer AS2280Q4U 1TB M.2-2280 SSD PCIe 4.0 X4 NVMe,Apacer,AP1TBAS2280Q4U-1,,AS2280Q4U,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
AITC Kingsman KP800 1 TB M.2-2280 SSD PCIe 4.0 X4 NVMe,AITC Kingsman,AIKP800M1TB228,,KP800,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Lexar NM790 8TB M.2-2280 SSD PCIe 4.0 x4 NVMe,Lexar,LNM790X008T-RNNNU                                                    LNM790X008T-RNNNG,LNM790X008T-RNNNU,NM790,8000GB,8000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Silicon Power S60 3K P/E 120GB SSD 2.5"" SATA",Silicon Power,SP120GBSS3S60S25,,S60,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Western Digital SN520 256GB SSD M.2-2242 PCIe 3.0 X2 NVMe,Western Digital,SDAPMUW-256G,,SN520,256GB,256,M.2-2242,M.2 PCIe 3.0 x2,TRUE,SSD,SSD,,,,,,
Transcend MTS400 64GB SSD M.2-2242 SATA,Transcend,TS64GMTS400,,MTS400,64GB,64,M.2-2242,M.2 SATA,FALSE,SSD,SSD,,,,,,
"Seagate Momentus 1TB HDD 5400RPM 2.5"" SATA",Seagate,ST1000LM024,,Momentus,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Acer Predator GM7 1TB M.2 SSD PCIe 4.0 NVMe,Acer,BL.9BWWR.118,,Predator,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Samsung 830 256GB SSD 2.5"" SATA",Samsung,MZ-7PC256D,AM,830,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
ADATA ATOM 30 1TB M.2-2280 SSD PCIe 3.0 x4 NVMe,ADATA,AATO-30-1TCI,,ATOM,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate ST1000DX001 1TB Hybrid 3.5"" 7200RPM SATA",Seagate,ST1000DX001,,ST1000DX001,1000GB,1000,"3.5""",SATA 6.0 Gb/s,FALSE,SSHD,SSHD,,,,,,
AGI AI838 1TB M.2-2280 SSD PCIe 4.0 x4 NVMe,AGI,AGI1T0G44AI838,,AI838,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
PNY CS1030 1TB SSD M.2 PCIe 3.0 NVMe,PNY,M280CS1030-1TB-RB,,CS1030,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Surveillance 8TB HDD 7200RPM 3.5"" SATA Internal",Seagate,ST8000VX0002,,Surveillance,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Addlink S93 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,Addlink,ad2TBS93M2P,,S93,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Water Panther Arsenal 14TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Water Panther,WPS14T72SATA3DAS,,Arsenal,14000GB,14000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate Enterprise Capacity 8TB HDD 3.5"" SAS",Seagate,ST8000NM0135,,Enterprise,8000GB,8000,"3.5""",SAS 12.0 Gb/s,FALSE,HDD,HDD,,,,,,
Corsair MP300 240GB M.2-2280 SSD PCIe 3.0 X2 NVMe,Corsair,CSSD-F240GBMP300,,MP300,240GB,240,M.2-2280,M.2 PCIe 3.0 x2,TRUE,SSD,SSD,,,,,,
Netac NV7000 4TB SSD M.2 PCIe 4.0 NVMe,Netac,NT01NV7000-4T0-E4X,,NV7000,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
PNY CS2130 4TB SSD M.2 PCIe 3.0 NVMe,PNY,M280CS2130-4TB-RB,,CS2130,4000GB,4000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Patriot P210 512GB SSD 2.5"" SATA 6.0 Gb/s",Patriot,P210S512G25,P210,P210,512GB,512,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Lexar EQ790 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Lexar,LEQ790X002T-RNNNG,,EQ790,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"TEAMGROUP CX1 240GB SSD 2.5"" SATA",TEAMGROUP,T253X5240G0C101,,CX1,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Western Digital PC SN740 Pyrite 512GB SSD M.2 PCIe 4.0 NVMe,Western Digital,SDDPNQD-512G,,PC,512GB,512,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Addlink S93 4TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Addlink,ad4TBS93M2P,,S93,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
TEAMGROUP MP44L 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,TEAMGROUP,TM8FPK002T0C101,,MP44L,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Caviar Green 3TB Internal HDD 5400RPM 3.5"" SATA 6.0 Gb/s",Western Digital,WD30EZRX,,Caviar,3000GB,3000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Samsung 870 Evo 4TB SSD 2.5"" SATA 6.0 Gb/s",Samsung,MZ-77E4T0B,AM                                                    MZ-77E4T0B,870,4000GB,4000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,EU                                                    MZ-77E4T0BW,MZ-77E4T0B/AM,,
Corsair MP600 CORE XT R2 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,Corsair,CSSD-F2000GBMP600CXTR2,,MP600,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
PNY CS2140 1TB M.2-2280 SSD PCIe 4.0 x4 NVMe,PNY,M280CS2140-1TB-RB,,CS2140,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Exos X24 20TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",Seagate,ST20000NM002H,,Exos,20000GB,20000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
ADATA Swordfish 2TB SSD M.2 PCIe 3.0 NVMe,ADATA,ASWORDFISH-2T-C,,Swordfish,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"SK Hynix Gold S31 1TB SSD 2.5"" SATA 6.0 Gb/s",SK Hynix,SHGS31-1000GS-2,,Gold,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Nextorage G-Series 4TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Nextorage,NE1N4TB,,G-Series,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Lexar EQ790 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Lexar,LEQ790X001T-RNNNG,,EQ790,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Micron 5400 Pro 960GB 2.5"" SSD SATA",Micron,MTFDDAK960TGA-1BC1ZABYY,,5400,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Samsung 9100 PRO w/Heatsink 1TB M.2-2280 SSD PCIe 5.0 NVMe,Samsung,MZ-VAP1T0C,AM                                                    MZ-VAP1T0C                                                    MZ-VAP1T0CW,9100,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,MZ-VAP1T0CW,,,
KIOXIA EXCERIA G2 1TB SSD M.2 NVMe,KIOXIA,LRC20Z001TG8,,EXCERIA,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"PNY CS900 1TB 2.5"" SSD SATA 6.0 Gb/s",PNY,SSD7CS900-1TB-RB                                                    SSD7CS900-1TB-BLK,SSD7CS900-1TB-RB,CS900,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Pioneer APS-SE20G-512 512GB SSD M.2-2280 NVMe,Pioneer,APS-SE20G-512,,APS-SE20G-512,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"TEAMGROUP QX 4TB SSD 2.5"" SATA",TEAMGROUP,T253X74000G0C101                                                    T253X7004T0C101,T253X7004T0C101,QX,4000GB,4000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Samsung 9100 PRO 8TB M.2-2280 SSD PCIe 5.0 NVMe w/Heatsink,Samsung,MZ-VAP8T0C,AM                                                    MZ-VAP8T0C                                                    MZ-VAP8T0CW,9100,8000GB,8000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Hitachi Ultrastar He10 8TB Internal HDD 7200RPM 3.5""",Hitachi,0F27455,,Ultrastar,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Sabrent Rocket Q 4TB SSD M.2-2280 PCIe 3.0 X4 NVMe,Sabrent,SB-RKTQ-4TB,,Rocket,4000GB,4000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Apacer AS2280P4U 1TB SSD M.2-2280 PCIe 3.0 X4 NVMe,Apacer,AP1TBAS2280P4U-1,,AS2280P4U,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Corsair MP600 PRO 4TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Corsair,CSSD-F4000GBMP600PRO,,MP600,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"SanDisk Ultra Plus 128GB SSD 2.5"" SATA",SanDisk,SDSSDHP-128G-G25,,Ultra,128GB,128,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Solidigm P41 Plus 2TB SSD M.2-2280 PCIe 4.0 NVMe,Solidigm,SSDPFKNU020TZX1,14489226000,P41,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
ADATA XPG SPECTRIX S40G RGB 2TB M.2-2280 SSD PCIe 3.0 x4 NVMe,ADATA,AS40G-2TT-C,S40G,XPG,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Kingston SSDNow S100 16GB SSD 2.5"" SATA",Kingston,SS100S2,16G,SSDNow,16GB,16,"2.5""",SATA 3.0 Gb/s,FALSE,SSD,SSD,,,SS100S2/16G,,,
TEAMGROUP T-Force Cardea Z44Q 4TB SSD M.2-2280 PCIe 4.0 X4 NVMe,TEAMGROUP,TM8FPQ004T0C327,,T-Force,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"SK Hynix Gold S31 500GB SSD 2.5"" SATA",SK Hynix,SHGS31-500GS-2,,Gold,500GB,500,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
MSI SPATIUM M482 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,MSI,SPATIUM-M482-PCIe-4.0-NVMe-M.2-1TB                                                    SM482N1TB,,SPATIUM,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Hyundai Technology Sapphire 240 GB SSD 2.5"" SATA 6.0 Gb/s",Hyundai Technology,SSDHYC2S3T240G,,Sapphire,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
ADATA LEGEND 700 512GB SSD M.2-2280 PCIe 3.0 x4 NVMe,ADATA,ALEG-700-512GCS,,LEGEND,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"IBM 43X0805 300GB HDD 15000RPM 3.5"" SAS 3.0 Gb/s Internal",IBM,43X0805,,43X0805,300GB,300,"3.5""",SAS 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Crucial P310 w/Heatsink 2TB M.2-2280 SSD PCIe 4.0 x4 NVMe,Crucial,CT2000P310SSD5,,P310,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Plextor M6e Black Edition 512GB SSD PCIe NVMe,Plextor,PX-512M6e-BK,,M6e,512GB,512,PCIe,M.2 PCIe x2,TRUE,SSD,SSD,,,,,,
"Seagate Desktop 4TB HDD 3.5"" 5900RPM SATA",Seagate,ST4000DM000,ST4000DM000-cr,Desktop,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Samsung Spinpoint 1TB HDD 2.5"" SATA",Samsung,HN-M101MBB,ST1000LM024                                                    ST100LM024,Spinpoint,1000GB,1000,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,BPSCS21637-HN-M101MBB,,,
Patriot Viper VPR400 RGB 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Patriot,VPR400-1TBM28H,,Viper,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
ADATA LEGEND 860 500GB SSD M.2-2280 PCIe 4.0 x4 NVMe,ADATA,SLEG-860-500GCS,,LEGEND,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
AGI AI828 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,AGI,AGI2T0G44AI828,,AI828,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Titanium Micro PD560 500GB SSD 2.5"" SATA 6.0 Gb/s",Titanium Micro,TMNSSDT-PD560-500GB,Titanium Micro,PD560,500GB,500,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Corsair CSSD-F4000GBMP600PHX 4TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Corsair,CSSD-F4000GBMP600PHX,,CSSD-F4000GBMP600PHX,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Corsair Force 3 240GB SSD 2.5"" SATA",Corsair,CSSD-F240GB3A-BK,,Force,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Hitachi 0F23663 6TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s Internal",Hitachi,0F23663,,0F23663,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Samsung 980 PRO 500GB M.2-2280 SSD PCIe 4.0 x4 NVMe,Samsung,MZ-V8P500B,AM                                                    MZ-V8P500BW,980,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Barracuda Compute 1TB 2.5"" SSD SATA",Seagate,ZA1000CM1A002,,Barracuda,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
ADATA XPG GAMMIX S50 1TB M.2-2280 SSD PCIe 4.0 X4 NVMe,ADATA,AGAMMIXS50-1TT-C,,XPG,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Timetec 35TTQNM2SATA 512GB SSD M.2 SATA,Timetec,35TTQNM2SATA-512GB,,35TTQNM2SATA,512GB,512,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
"Western Digital Red Pro 18TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Western Digital,WD181KFGX,WD181KFGX-SPAFPN0,Red,18000GB,18000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Intel DC S3500 120GB SSD 2.5"" SATA 6.0 Gb/s",Intel,SSDSC2BB120G401,,DC,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
ADATA XPG GAMMIX S5 1TB SSD M.2-2280 PCIe 3.0 X4 NVME,ADATA,AGAMMIXS5-1TT-C,,XPG,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate IronWolf Pro NAS 4TB HDD 3.5"" 7200RPM SATA",Seagate,ST4000NT001,,IronWolf,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Caviar Black 2TB HDD 3.5"" 7200RPM SATA Internal",Western Digital,WD2001FASS,,Caviar,2000GB,2000,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"OCZ Colossus LT 250 GB 3.5""",OCZ,OCZSSD2-1CLSLT250G,,Colossus,250GB,250,"3.5""",SATA 3.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Samsung Spinpoint M7 500GB HDD 2.5"" SATA",Samsung,HM500JI,,Spinpoint,500GB,500,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Intel DC P4500 2TB SSD 2.5"" SATA",Intel,SSDPE2KX020T701,,DC,2000GB,2000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Integral V 4TB SSD 2.5"" SATA",Integral,INSSD4TS625V2X,,V,4000GB,4000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Seagate BarraCuda Q1 240 GB SSD 2.5"" SATA 6.0 Gb/s",Seagate,ZA240CV1A001,,BarraCuda,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Toshiba N300 14TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",Toshiba,HDWG51EXZSTA,,N300,14000GB,14000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,512,,,,,
"Kingston SSDNow 200 30GB SSD 2.5"" SATA",Kingston,SS200S3,30G,SSDNow,30GB,30,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,SS200S3/30G,,,
"Seagate IronWolf 14TB NAS Hard Drive 7200 RPM 256MB Cache SATA 6.0Gb/s CMR 3.5"" Internal HDD for RAID Network Attached Storage ST14000VN0008",Seagate,ST14000VNZ008,ST14000VN0008,IronWolf,,14000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,2018,,,,
"Intel X25-E 64GB SSD 2.5"" SATA",Intel,SSDSA2SH064G101,,X25-E,64GB,64,"2.5""",SATA 3.0 Gb/s,FALSE,SSD,SSD,,,,,,
Western Digital Blue SN580 2TB SSD M.2 PCIe 4.0 NVMe,Western Digital,WDS200T3B0E                                                    WDS200T3B0E-00CHF0,WDS200T3B0E,Blue,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Zotac T500 240GB SSD 2.5"" SATA",Zotac,ZTSSD-A5P-240G,,T500,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Samsung PM893 7.68 TB SSD 2.5"" SATA",Samsung,MZ-7L37T600,MZ-7L37T60,PM893,7000GB,7000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital Purple 2TB HDD 3.5"" 5400RPM SATA 6.0 Gb/s",Western Digital,WD20PURZ,,Purple,2000GB,2000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"AMD RADEON-R7SSD-480G 480GB SSD 2.5"" SATA 6.0 Gb/s",AMD,RADEON-R7SSD-480G,,RADEON-R7SSD-480G,480GB,480,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
